id,subsystem,brand,model,technology,hs_code,country_of_manufacture,country_designed,confidence_tier,blue_uas_status,source_authority,source_url,source_status,price_usd,price_min,price_max,price_is_range,max_power_w,weight_g,wh_per_kg,capacity_mah,voltage,specs
PAYL-TRILLIUMENGINEERING-HD45-2026-06-06,payload,Trillium Engineering,HD45,STABILIZED_GIMBAL_EO_IR,847989,USA,USA,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.trilliumeng.com/gimbals/hd45,ok,,,,False,,,,,,"{""dimensions"": ""5.3 in (HD45-LV-CZ)"", ""fov_deg"": ""EO 17.4 to 5.1 deg; IR 29 to 5.9 deg (HD45-LV-CZ)"", ""ir_resolution"": ""FLIR Boson 640 (HD45-LV-CZ); 5x optical zoom uncooled LWIR"", ""mil_std_461"": null, ""mil_std_810"": null, ""sensor_count"": ""EO/IR; 850 nm laser pointer; IMU upgradable to 1-deg accuracy"", ""stabilization_urad"": null, ""weight"": ""885 g (HD45-LV-R continuous-zoom LWIR); 1200 g (HD45-LV / HD45-LV-CZ)"", ""weight_basis"": ""https://www.jepico.co.jp/dcms_media/other/HD45+Datasheet.pdf""}"
PAYL-TRILLIUMENGINEERING-HD45LVCZGS-2026-05-09,payload,Trillium Engineering,HD45-LV-CZ-GS,GIMBAL_STABILIZED,847989,USA,USA,Tier 2 Triangulated,framework_listed,vendor_datasheet,https://www.trilliumeng.com/gimbals/hd45-lv-cz-gs,ok,,,,False,,1375,,,,
PAYL-TRILLIUMENGINEERING-HD45LVR-2026-05-09,payload,Trillium Engineering,HD45-LV-R,GIMBAL_STABILIZED,847989,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.trilliumeng.com/gimbals/hd45-lv-r,dead,,,,False,,885,,,,
PAYL-TRILLIUMENGINEERING-HD55-2026-06-06,payload,Trillium Engineering,HD55,STABILIZED_GIMBAL_EO_IR,847989,USA,USA,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://militaryembedded.com/unmanned/sensors/hd55-gimbaled-camera-system-tested-for-tactical-uass,ok,,,,False,,,,,,"{""dimensions"": ""5.5 in diameter"", ""fov_deg"": null, ""ir_resolution"": ""cryogenically cooled MWIR option; or dual EO; or LWIR"", ""mil_std_461"": null, ""mil_std_810"": null, ""sensor_count"": ""EO/IR; H.264 & H.265; GPS-aided INS to 0.5-deg accuracy; replaced end-of-life HD50"", ""stabilization_urad"": null, ""weight"": ""1750 g"", ""weight_basis"": ""https://www.businesswire.com/news/home/20200512005808/en/Trillium-Engineering-Tests-New-HD55-Gimbaled-Camera-System-for-Tactical-Drones""}"
PAYL-TRILLIUMENGINEERING-HD55MV-2026-05-09,payload,Trillium Engineering,HD55-MV,GIMBAL_STABILIZED,847989,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.prnewswire.com/news-releases/trillium-engineering-completes-successful-demonstration-of-geolocation-technology-for-gps-denied-environments-302447372.html,ok,,,,False,,1780,,,,
PAYL-TRILLIUMENGINEERING-HD80-2026-06-06,payload,Trillium Engineering,HD80,STABILIZED_GIMBAL_EO_IR,847989,USA,USA,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.trilliumeng.com/hd80,ok,,,,False,,,,,,"{""dimensions"": ""8.0 in"", ""fov_deg"": ""EO 48 to 1.3 deg (digital to 0.65); IR 21.7 to 1.5 deg (HD80-MV)"", ""ir_resolution"": ""cooled MWIR with 25-375mm lens (HD80-MV); 20x cooled MWIR option"", ""mil_std_461"": null, ""mil_std_810"": null, ""sensor_count"": ""EO/MWIR/LWIR options; laser pointer + designator; 720p global shutter visible"", ""stabilization_urad"": null, ""weight"": ""4.25 kg (HD80-MV)"", ""weight_basis"": ""https://www.jepico.co.jp/dcms_media/other/HD80+Datasheet.pdf""}"
PAYL-TRILLIUMENGINEERING-HD80MV-2026-05-09,payload,Trillium Engineering,HD80-MV,GIMBAL_STABILIZED,847989,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.trilliumeng.com/gimbals/hd80,ok,,,,False,,4700,,,,
PAYL-TRILLIUMENGINEERING-HD80MVS-2026-05-09,payload,Trillium Engineering,HD80-MVS,GIMBAL_STABILIZED,847989,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.trilliumeng.com/uploads/documents/Trillium-HD80-MVS-2025.pdf,ok,,,,False,,5350,,,,
PAYL-TRILLIUMENGINEERING-ORIONHD25-2026-05-09,payload,Trillium Engineering,Orion HD25,GIMBAL_STABILIZED,847989,USA,USA,Tier 3 Inferred,none,vendor_datasheet,,,,,,,,,,,,
PROP-TRINAMIC(ANALOGDEVIC-PD4211141-2026-05-09,payload,Trinamic (Analog Devices),PD42-1-1141,STEPPER_SERVO,850110,,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.digikey.com/en/products/detail/trinamic-motion-control-gmbh/PD42-1-1141/5013394,ok,154.0,128.0,180.0,True,,220.0,,,,"{""current_per_phase"": ""1 (up to 2) A"", ""frame_size"": ""NEMA 17 (42 mm)"", ""holding_torque"": ""0.27 Nm"", ""step_angle"": ""1.8 (256 microsteps) deg""}"
PAYL-UAVVISION-CM100-2026-06-05,payload,UAV Vision,CM100,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://www.ua-sp.com/sensor-1,ok,,,,False,,,,,,"{""dimensions"": null, ""evidence_tier"": ""Tier 2 Single-source"", ""existence_status"": ""found_secondary"", ""generation"": ""legacy (UAV Vision/AVT)"", ""gimbal_axes"": ""2-axis gyro-stabilized (internally stabilised)"", ""gyro_stabilization_urad"": null, ""ir_resolution"": null, ""mil_std_compliance"": ""MISB 0601 compliant; IP63 (no MIL-STD stated)"", ""other_features"": null, ""payload"": ""Dual-sensor EO + IR (thermal), customizable bay"", ""used_on_platforms"": ""small UAS / fixed-wing ISR (generic)"", ""weight"": null, ""zoom"": ""EO optical zoom (factor not confirmed)""}"
PAYL-UAVVISION-CM160-2026-06-05,payload,UAV Vision,CM160,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.shephardmedia.com/news/uv-online/uav-vision-expands-camera-gimbals-range/,ok,,,,False,,,,,,"{""dimensions"": ""120 mm diameter"", ""evidence_tier"": ""Tier 2 Single-source"", ""existence_status"": ""found_secondary"", ""generation"": ""legacy (UAV Vision/AVT)"", ""gimbal_axes"": ""2-axis gyro-stabilized turret"", ""gyro_stabilization_urad"": null, ""ir_resolution"": ""LWIR (resolution not confirmed)"", ""mil_std_compliance"": ""IP66; ITAR-free options (no MIL-STD stated)"", ""other_features"": ""MISB 0601 onboard video stabilisation"", ""payload"": ""Triple-sensor: EO + LWIR + Laser Range Finder"", ""used_on_platforms"": ""manned & unmanned aircraft + rugged marine (generic). RQ-21A Blackjack association NOT CONFIRMED - see _rq21_note."", ""weight"": ""1000 g (1 kg)"", ""zoom"": ""30x optical zoom (EO)""}"
PAYL-UAVVISION-CM202-2026-06-05,payload,UAV Vision,CM202,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.uasvision.com/2015/05/05/uav-vision-launches-cm202-isr-payload-at-unmanned-systems-2015/,ok,,,,False,,,,,,"{""dimensions"": ""190 mm (7.5 in) diameter"", ""evidence_tier"": ""Tier 2 Single-source"", ""existence_status"": ""found_secondary"", ""generation"": ""legacy (UAV Vision/AVT)"", ""gimbal_axes"": ""2-axis gyro-stabilized direct-drive turret"", ""gyro_stabilization_urad"": ""80 µrad"", ""ir_resolution"": ""EO 1280x720; MWIR core (pixel count not stated for base CM202)"", ""mil_std_compliance"": ""ITAR-free options (no MIL-STD stated)"", ""other_features"": ""azimuth 360 continuous; elevation +130/-30"", ""payload"": ""HD EO + MWIR (continuous zoom) + laser (illuminator/RF/pointer)"", ""used_on_platforms"": ""Aerial ISR, wildfire, SAR, law enforcement (launched AUVSI 2015). No specific airframe named."", ""weight"": ""3.5 kg (8 lb)"", ""zoom"": ""EO + MWIR continuous optical zoom""}"
PAYL-UAVVISION-CM202A-2026-06-05,payload,UAV Vision,CM202A,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.darley.com/partner/ascent-vision-technologies/,ok,,,,False,,,,,,"{""dimensions"": ""190 mm (7.5 in) class"", ""evidence_tier"": ""Tier 2 Single-source"", ""existence_status"": ""found_secondary"", ""generation"": ""legacy (UAV Vision/AVT)"", ""gimbal_axes"": ""2-axis gyro-stabilized turret"", ""gyro_stabilization_urad"": ""80 µrad (CM202 family)"", ""ir_resolution"": null, ""mil_std_compliance"": ""ITAR-free options"", ""other_features"": null, ""payload"": ""Multi-sensor EO + IR + laser (lightweight CM202 variant)"", ""used_on_platforms"": ""deployed worldwide: aerial ISR, wildfire, emergency response, SAR, law enforcement"", ""weight"": null, ""zoom"": ""continuous optical zoom (factor not retrieved)""}"
PAYL-UAVVISION-CM202U-2026-06-05,payload,UAV Vision,CM202U,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.darley.com/partner/ascent-vision-technologies/,ok,,,,False,,,,,,"{""dimensions"": ""190 mm-class turret"", ""evidence_tier"": ""Tier 1 Verified"", ""existence_status"": ""found_with_pdf"", ""generation"": ""legacy (UAV Vision/AVT, CACI-hosted)"", ""gimbal_axes"": ""gyro-stabilized turret (sources label 2-3 axis)"", ""gyro_stabilization_urad"": ""80 µrad (position accuracy 0.0046 deg)"", ""ir_resolution"": ""EO 1280x720; IR (MWIR) 640x512"", ""mil_std_compliance"": ""IP66; 20G shock; -4F to +122F (no MIL-STD number stated)"", ""other_features"": ""GNSS Galileo E1 / BeiDou B1; modes Rate/Scene/Track/GEO-Lock; man-portable"", ""payload"": ""HD EO + MWIR + laser; Counter-UAS optimised (CUAS-OA)"", ""used_on_platforms"": ""Counter-UAS: X-MADIS C-UAS system; US DoD imaging contracts"", ""weight"": ""5500 g (12.1 lb)"", ""zoom"": ""EO 30x continuous; MWIR 13x continuous (MWIR FOV 28.7 to 1.7 deg)""}"
PAYL-UAVVISION-CM234-2026-06-05,payload,UAV Vision,CM234,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.ascentvision.com.au/cm234/,ok,,,,False,,,,,,"{""dimensions"": null, ""evidence_tier"": ""Tier 1 Verified"", ""existence_status"": ""found_live"", ""generation"": ""current (AVT Australia)"", ""gimbal_axes"": ""4-axis (mechanical/active stabilisation)"", ""gyro_stabilization_urad"": null, ""ir_resolution"": null, ""mil_std_compliance"": ""null - no MIL-STD stated on any reachable source"", ""other_features"": ""IP67; onboard video encoding; object tracking; geo-referencing; made in Australia"", ""payload"": ""7 sensors: 2x HD EO (wide+narrow) + MWIR + SWIR + Laser Range Finder + Laser Target Designator + Laser Pointer"", ""used_on_platforms"": ""BAE Systems Australia STRIX UAS; selected for ADF TUAS program (per AVT news)"", ""weight"": ""< 6.6 kg"", ""zoom"": ""continuous (factor not published)""}"
PAYL-UAVVISION-CM262-2026-06-05,payload,UAV Vision,CM262,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.ascentvision.com.au/cm262/,ok,,,,False,,,,,,"{""dimensions"": null, ""evidence_tier"": ""Tier 1 Verified"", ""existence_status"": ""found_live"", ""generation"": ""current (AVT Australia)"", ""gimbal_axes"": ""not stated (ground-based, on-the-move land system)"", ""gyro_stabilization_urad"": null, ""ir_resolution"": null, ""mil_std_compliance"": ""null - no MIL-STD stated on any reachable source"", ""other_features"": ""IP68; on-the-move video processor"", ""payload"": ""4 sensors: HD EO + HD MWIR + SWIR + Laser Range Finder (GROUND-based C-sUAS variant)"", ""used_on_platforms"": ""Ground-based Counter-sUAS / on-the-move land ISR (not an airborne UAS payload)"", ""weight"": ""< 16 kg"", ""zoom"": ""continuous (factor not published)""}"
PAYL-UAVVISION-CM62-2026-06-05,payload,UAV Vision,CM62,STABILIZED_GIMBAL_EO_IR,847989,AUS,AUS,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://www.ascentvision.com.au/cm62/,ok,,,,False,,,,,,"{""dimensions"": null, ""evidence_tier"": ""Tier 1 Verified"", ""existence_status"": ""found_live"", ""generation"": ""current (AVT Australia)"", ""gimbal_axes"": ""not stated on page (micro gimbal, Group 1/2 sUAS)"", ""gyro_stabilization_urad"": null, ""ir_resolution"": null, ""mil_std_compliance"": ""null - no MIL-STD stated on any reachable source"", ""other_features"": ""MAVLink compatible; IP67; ITAR-free; H.265/H.264; on-gimbal automated object recognition"", ""payload"": ""EO + LWIR (multi-sensor); configs: Tri-Zoom EO / Standard / LWIR+"", ""used_on_platforms"": ""Group 1 & Group 2 sUAS (generic); ISR/border/SAR"", ""weight"": ""260 g"", ""zoom"": ""EO 50x; LWIR digital zoom (LWIR+ config 18 deg HFOV)""}"
PAYL-USNUCLEARCORP-DRONERAD-2026-07-02,payload,US Nuclear Corp,DroneRAD,SENSOR_OTHER,,USA,USA,Tier 3 Inferred,none,vendor_marketing,https://usnuclearcorp.com/drones-detect-radiological-chemical-biological-gases-explosives/,ok,,,,,,,,,,
PAYL-VELODYNE-ALPHAPRIME(VLS128)-2026-05-09,payload,Velodyne,Alpha Prime (VLS-128),LIDAR_SCANNER,901540,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.mapix.com/wp-content/uploads/2019/11/VelodyneLidar_AlphaPrime_Datasheet.pdf,ok,,,,False,,3500,,,,
PAYL-VELODYNE-HDL32E-2026-05-09,payload,Velodyne,HDL-32E,LIDAR_SCANNER,901540,USA,USA,Tier 0 Anchor,none,vendor_datasheet,https://www.mapix.com/wp-content/uploads/2018/07/97-0038_Rev-M_-HDL-32E_Datasheet_Web.pdf,ok,,,,False,,1000,,,,
PAYL-VELODYNE-PUCKHIRES(VLP16HIRES)-2026-05-09,payload,Velodyne,Puck Hi-Res (VLP-16 Hi-Res),LIDAR_SCANNER,901540,USA,USA,Tier 2 Triangulated,none,vendor_datasheet,https://velodynelidar.com/products/puck-hi-res,ok,,,,False,,830,,,,
PAYL-VELODYNE-VLP16(PUCK)-2026-05-09,payload,Velodyne,VLP-16 (Puck),LIDAR_SCANNER,901540,USA,USA,Tier 0 Anchor,none,vendor_datasheet,https://ouster.com/products/hardware/vlp-16,ok,,,,False,,830,,,,
PAYL-VIEWPRO-A10TPRO-2026-05-09,payload,ViewPro,A10T Pro,CAMERA_THERMAL,901380,CHN,CHN,Tier 3 Inferred,,vendor_datasheet,https://www.viewprouav.com/uploads/A10T-pro-spec.pdf,ok,3000.0,2000.0,4000.0,True,,539.0,,,,"{""axes"": ""3"", ""eo_zoom"": ""10x optical"", ""pan_range"": ""±300degrees"", ""stabilization_accuracy"": ""±0.02degrees"", ""thermal_resolution"": ""640x512 (19mm 12µm)"", ""tilt_range"": ""-40 to +90degrees controllable""}"
PAYL-VIEWPRO-A30T50-2026-05-09,payload,ViewPro,A30T-50,CAMERA_THERMAL,901380,CHN,CHN,Tier 3 Inferred,,vendor_datasheet,https://www.viewproonline.com/products/a30t-50-30x-eo-ir-gimbal-camera-with-ai-auto-identification-and-object-tracking,bot_blocked,10999.0,10999.0,10999.0,False,,1352.0,,,,"{""axes"": ""3"", ""eo_zoom"": ""30x optical"", ""pan_range"": ""±300degrees"", ""stabilization_accuracy"": ""±0.02degrees"", ""thermal_resolution"": ""640x512 (50mm 12µm)"", ""tilt_range"": ""-45 to +120degrees controllable""}"
PAYL-VIEWPRO-U2-2026-05-09,payload,ViewPro,U2,GIMBAL_STABILIZED,901480,CHN,CHN,Tier 3 Inferred,none,vendor_datasheet,https://www.viewproonline.com/products/u2-ultra-light-weight-micro-prime-lensdual-eo-sensors-fhd-1080p-object,bot_blocked,350.0,200.0,500.0,True,,77.0,,,,"{""axes"": ""2 (Pitch + Yaw)"", ""pan_range"": ""145 deg"", ""sensors"": ""Dual EO (2.4mm + 10.36mm, 1080p)"", ""stabilization_accuracy"": ""0.011 deg"", ""tilt_range"": ""-30 to +115 deg"", ""zoom"": ""Hybrid 12.5x""}"
PAYL-VOLZ-DA15NHT-2026-05-09,payload,Volz,DA 15-N-HT,ACTUATOR,850110,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.volz-servos.com/actuators/detail/da-15-n-ht/,ok,550.0,300.0,800.0,True,,66.0,,,,"{""endurance"": "">4000 hrs"", ""motor_type"": ""Brushless DC"", ""peak_torque"": ""1.5 N·m"", ""rated_speed"": ""45-55 deg/s"", ""rated_torque"": ""0.6 N·m"", ""travel_max"": ""340 deg""}"
PAYL-VOLZ-DA22BLDC-2026-05-09,payload,Volz,DA 22-BLDC,ACTUATOR,850110,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.volz-servos.com/actuators/detail/da-22-bldc/,ok,700.0,400.0,1000.0,True,,113.0,,,,"{""motor_type"": ""Brushless DC"", ""peak_torque"": ""3.5 N·m"", ""rated_torque"": ""0.8 N·m"", ""travel_max"": ""330 deg""}"
PAYL-VOLZ-DA26-2026-05-09,payload,Volz,DA 26,ACTUATOR,850110,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.volz-servos.com/actuators/detail/da-26/,ok,1000.0,500.0,1500.0,True,,270.0,,,,"{""backlash"": ""0.5 deg"", ""endurance"": "">3M cycles / >2000 hrs"", ""motor_type"": ""Brushless DC"", ""peak_torque"": ""5.0 N·m"", ""rated_speed"": ""200 deg/s"", ""rated_torque"": ""2.7 N·m""}"
PAYL-VOLZ-DA26D-2026-05-09,payload,Volz,DA 26-D,ACTUATOR,847989,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.volz-servos.com/actuators/detail/da-26-d/,ok,2500.0,1500.0,3500.0,True,,400.0,,,,"{""motor_type"": ""Dual Brushless DC"", ""peak_torque"": ""12.0 N·m"", ""position_sensor"": ""3-channel contactless 2-of-3 voting"", ""rated_speed"": ""170 deg/s"", ""rated_torque"": ""5.0 N·m""}"
PAYL-VOLZSERVOS-DA22124112-2026-05-09,payload,Volz Servos,DA 22-12-4112,ACTUATOR,850110,DEU,DEU,Tier 3 Inferred,vendor_claimed,vendor_datasheet,https://www.unmannedsystemssource.com/shop/servos/volz/da-22-12-4112-71mm-volz-servo/,ok,1000.0,500.0,1500.0,True,,180.0,,,,"{""protocol"": ""PWM;serial"", ""speed"": ""0.09 sec/60°"", ""torque"": ""22 Nm"", ""voltage"": ""12 V""}"
PAYL-WELESACOUSTICS-WASP-2026-07-02,payload,Weles Acoustics,WASP,SENSOR_OTHER,,POL,POL,Tier 3 Inferred,none,vendor_marketing,https://quantum-systems.com/us/wasp-weles-acoustic-sensor-payload/,ok,,,,,,150,,,,"{""detection_range_artillery_km"": 15, ""detection_range_gunfire_km"": 2.5, ""weight_g"": 150}"
PAYL-WORKSWELL-WIRIS3-2026-06-06,payload,Workswell,WIRIS 3,THERMAL_IMAGER,901380,CZE,,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://workswell.eu/wiris-3/,ok,,,,False,,,,,,"{""datasheet_url"": ""https://workswell.eu/wp-content/uploads/2024/05/WIRIS-.pdf"", ""use_case"": ""3rd-generation flagship — successor to WIRIS Pro line"", ""vendor_publication_format"": ""PDF datasheet only (no HTML landing page)""}"
PAYL-WORKSWELL-WIRISAGRO-2026-06-06,payload,Workswell,WIRIS Agro,THERMAL_IMAGER,901380,CZE,,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://workswell.eu/thermal-camera-for-agricultural-wiris-agro/,ok,,,,False,,,,,,"{""ndvi_variant"": ""WIRIS Agro R (radiometric)"", ""sensor"": ""LWIR microbolometric"", ""use_case"": ""agriculture / NDVI-paired""}"
PAYL-WORKSWELL-WIRISENTERPRISE-2026-06-06,payload,Workswell,WIRIS Enterprise,THERMAL_IMAGER,901380,CZE,,Tier 2 Triangulated,framework_listed,vendor_catalog_cc_ingest,https://workswell.eu/infrared-drone-camera-inspection-wiris-enterprise/,ok,,,,False,,,,,,"{""gimbal_sku_available"": true, ""ir_resolution_px"": ""640 x 512"", ""paired_rgb_zoom"": true, ""sensor"": ""LWIR microbolometric"", ""use_case"": ""long-range industrial inspection""}"
PAYL-WORKSWELL-WIRISENTERPRISESC-2026-06-06,payload,Workswell,WIRIS Enterprise Sc,THERMAL_IMAGER,901380,CZE,,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://workswell.eu/thermal-drone-camera-research-wiris-enterprise-sc/,ok,,,,False,,,,,,"{""differentiator_vs_enterprise"": ""Sc variant — higher thermal sensitivity"", ""ir_resolution_px"": ""640 x 512"", ""sensor"": ""LWIR microbolometric"", ""use_case"": ""research-grade long-range thermal""}"
PAYL-WORKSWELL-WIRISPRO-2026-06-06,payload,Workswell,WIRIS Pro,THERMAL_IMAGER,901380,CZE,,Tier 2 Triangulated,framework_listed,vendor_catalog_cc_ingest,https://workswell.eu/thermal-drone-camera-inspection-wiris-pro/,ok,7500.0,5000.0,10000.0,True,,430,,,,"{""ir_resolution_px"": ""640 x 512"", ""netd"": ""<=50mK"", ""pixel_pitch"": ""17um"", ""radiometric"": true, ""rgb_camera"": true, ""sensor"": ""LWIR microbolometric"", ""spectral_band_um"": ""7.5 - 13.5"", ""spectral_range"": ""7.5-13.5um"", ""super_resolution_px"": ""1266 x 1010"", ""thermal_resolution"": ""640x512px"", ""thermal_sensitivity_mK"": null, ""use_case"": ""drone inspection / radiometric thermography"", ""visible_camera"": ""1080p FHD 10x zoom"", ""weight_basis"": ""< 430 g per Workswell datasheet""}"
PAYL-WORKSWELL-WIRISPROSC-2026-06-06,payload,Workswell,WIRIS Pro Sc,THERMAL_IMAGER,901380,CZE,,Tier 3 Inferred,,vendor_catalog_cc_ingest,https://workswell.eu/thermal-drone-camera-research-wiris-pro-sc/,ok,,,,False,,450,,,,"{""differentiator_vs_pro"": ""Higher thermal sensitivity (30 mK vs Pro)"", ""ir_resolution_px"": ""640 x 512"", ""radiometric"": true, ""sensor"": ""LWIR microbolometric"", ""spectral_band_um"": ""7.5 - 13.5"", ""super_resolution_px"": ""1266 x 1010"", ""thermal_sensitivity_mK"": ""<= 30"", ""use_case"": ""research / demanding industrial measurement"", ""weight_basis"": ""< 450 g per Workswell datasheet""}"
PAYL-XENICS-BOBCAT320-2026-05-09,payload,Xenics,Bobcat-320,CAMERA_VISIBLE,852589,BEL,BEL,Tier 3 Inferred,,vendor_datasheet,https://www.exosens.com/products/bobcat-320-series,ok,10000.0,5000.0,15000.0,True,,285.0,,,,"{""detector"": ""InGaAs + CTIA ROIC TEC cooled"", ""frame_rate"": ""100-400Hz"", ""pixel_pitch"": ""20um"", ""resolution"": ""320x256px"", ""spectral_range"": ""900-1700nm""}"
PAYL-XENICS-BOBCAT640-2026-05-09,payload,Xenics,Bobcat-640,CAMERA_VISIBLE,852589,BEL,BEL,Tier 3 Inferred,,vendor_datasheet,https://www.exosens.com/products/bobcat-640,ok,14000.0,8000.0,20000.0,True,,285.0,,,,"{""detector"": ""InGaAs + CTIA ROIC TEC cooled"", ""frame_rate"": ""100Hz"", ""pixel_pitch"": ""20um"", ""resolution"": ""640x512px"", ""spectral_range"": ""900-1700nm (vSWIR 500-1700)""}"
PAYL-YELLOWSCAN-EXPLORER-2026-05-09,payload,YellowScan,Explorer,LIDAR_SCANNER,901540,FRA,FRA,Tier 0 Anchor,none,vendor_datasheet,https://www.yellowscan.com/products/explorer/,ok,,,,False,,1800,,,,
PAYL-YELLOWSCAN-MAPPER+-2026-05-09,payload,YellowScan,Mapper+,CAMERA_VISIBLE,903149,FRA,FRA,Tier 0 Anchor,none,vendor_datasheet,https://www.yellowscan.com/products/mapper-plus/,ok,60000.0,40000.0,80000.0,True,,1200.0,,,,"{""fov"": ""70.4x4.5 deg"", ""max_range"": ""230 m"", ""measurement_rate"": ""240 K pts/s"", ""returns"": ""3"", ""system_accuracy"": ""4 cm""}"
PAYL-YELLOWSCAN-SURVEYORULTRA-2026-05-09,payload,YellowScan,Surveyor Ultra,LIDAR_SCANNER,901540,FRA,FRA,Tier 0 Anchor,none,vendor_datasheet,https://www.yellowscan.com/products/surveyor_ultra/,ok,,,,False,,983,,,,
PAYL-YELLOWSCAN-VOYAGER-2026-05-09,payload,YellowScan,Voyager,CAMERA_VISIBLE,903149,FRA,FRA,Tier 3 Inferred,vendor_claimed,vendor_datasheet,https://www.yellowscan.com/products/voyager/,ok,200000.0,150000.0,250000.0,True,,3500.0,,,,"{""accuracy"": ""10 mm scanner"", ""fov"": ""100x20 deg"", ""max_range"": ""760 m"", ""measurement_rate"": ""2400 K shots/s"", ""returns"": ""32 max""}"
PAYL-YELLOWSCAN-VX20-2026-05-09,payload,YellowScan,Vx-20,LIDAR_SCANNER,901540,FRA,FRA,Tier 2 Triangulated,none,vendor_datasheet,,,,,,False,,2850,,,,
PAYL-ZOLIXINSTRUMENTS-GAIASKYMINI(COBRANDED)-2026-05-09,payload,Zolix Instruments,GaiaSky-mini (co-branded),CAMERA_HYPERSPECTRAL,,CHN,CHN,Tier 3 Inferred,none,vendor_datasheet,,,,,,False,,,,,,"{""bands"": 1040, ""spectral_range_nm"": ""400-1000""}"
PROP-AERONAUT-CAMCARBON10X12255X30-2026-05-28,propulsion,Aeronaut,CAM Carbon 10x12 255x30,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 0 Anchor,none,community_test_data,https://database.tytorobotics.com/propellers/zzj/,ok,,,,False,,,,,,
PROP-AERONAUT-CAMCARBON11X628X15-2026-05-28,propulsion,Aeronaut,CAM Carbon 11x6 28x15,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 0 Anchor,none,community_test_data,https://database.tytorobotics.com/propellers/6zq/,ok,,,,False,,,,,,
PROP-AERONAUT-CAMCARBON11X7-2026-05-09,propulsion,Aeronaut,CAM Carbon 11x7,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.hackermotors.us,bot_blocked,12.75,11.0,14.5,True,,,,,,"{""blade_count"": ""2"", ""diameter"": ""11 in"", ""material"": ""CF-reinforced nylon"", ""max_rpm"": ""13000 RPM"", ""pitch"": ""7 in""}"
PROP-AERONAUT-CAMCARBON13X8-2026-05-09,propulsion,Aeronaut,CAM Carbon 13x8,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.hackermotors.us,bot_blocked,15.5,15.5,15.5,False,,,,,,"{""blade_count"": ""2"", ""diameter"": ""13 in"", ""material"": ""CF-reinforced nylon"", ""pitch"": ""8 in""}"
PROP-AERONAUT-CAMCARBON20X12-2026-05-09,propulsion,Aeronaut,CAM Carbon 20x12,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 3 Inferred,none,vendor_datasheet,https://www.hackermotors.us,bot_blocked,30.0,25.0,35.0,True,,,,,,"{""blade_count"": ""2"", ""diameter"": ""20 in"", ""material"": ""CF-reinforced nylon"", ""max_rpm"": ""5000 RPM"", ""pitch"": ""12 in""}"
PROP-AERONAUT-CAMCARBON33X12513X5723465-2026-05-28,propulsion,Aeronaut,CAM Carbon 33x125 13x5 7234 65,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 0 Anchor,none,community_test_data,https://database.tytorobotics.com/propellers/ee6y/,ok,,,,False,,,,,,
PROP-AERONAUT-CAMCARBON95X624X15-2026-05-28,propulsion,Aeronaut,CAM Carbon 95x6 24x15,PROPELLER_FIXED_PITCH,880710,DEU,DEU,Tier 0 Anchor,none,community_test_data,https://database.tytorobotics.com/propellers/jde6/,ok,,,,False,,,,,,
